,text,intent
10483,Why does my transfer say it is pending?,pending_transfer
10484,What am I supposed to do if the funds haven't show up from a transfer completed this morning?,pending_transfer
10485,How long do I have to wait for the transfer to be finalized?,pending_transfer
10486,My payment shows that it is pending will I be charged more money?,pending_transfer
10487,Why is my transfer still pending?,pending_transfer
10488,Tell me why my transfer is pending.,pending_transfer
10489,How long will my transfer be pending for?,pending_transfer
10490,"I'm hoping you can answer my question about a pending transfer that I've had for a while now.  I know that all of the account details are correct, so why is it taking so long to go through?",pending_transfer
10491,How long is a transfer in the pending status?,pending_transfer
10492,Why is it taking so long for my pending transaction to post as cleared?,pending_transfer
10493,"I haven't received my transfer funds yet, where are they?",pending_transfer
10494,I'm confused as to why my transfer is still listed as pending on the website.,pending_transfer
10495,"How long do EU transfers actually take? I recently bought something online a few days ago, sent the money immediately online but the seller says it's still not there yet.",pending_transfer
10496,Why is my transfer pending?,pending_transfer
10497,I sent payment with EU transfer and they still haven't received it. How long does it take?,pending_transfer
10498,I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?,pending_transfer
10499,How long is the wait for a money transfer to show up?,pending_transfer
10500,What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.,pending_transfer
10501,"As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far.",pending_transfer
10502,How long until transfers complete?,pending_transfer
10503,My money transfer has not yet occurred,pending_transfer
10504,My transfer is still pending,pending_transfer
10505,Will my transfer be done soon?,pending_transfer
10506,"How long do you expect me to wait for the transfer? It finally worked out, but has been pending for a long time and it's quite urgent.",pending_transfer
10507,"My transfer is quite urgent, and finally worked out, but I've been waiting for it for quite some time. Can you tell me how long to expect to wait for it?",pending_transfer
10508,My transfer still says pending,pending_transfer
10509,"I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. How long do EU transfers actually take?",pending_transfer
10510,The transfer was accepted but now it's stuck on pending. When will it go through?,pending_transfer
10511,I have not seen any changes in my account balance(s) after making a transfer.,pending_transfer
10512,I have an outgoing transaction,pending_transfer
10513,"How long does a transfer to another country normally take? I check over and over again and see that my transfer is still pending. It's 2018, nothing should take this long. I have confirmed my account information, so there is no error. What is the hold up?",pending_transfer
10514,I have a pending transaction,pending_transfer
10515,How long is the wait for a money transfer to post?,pending_transfer
10516,My money transfer hasn't appeared yet.,pending_transfer
10517,Why is my transfer still pending after all this time?,pending_transfer
10518,why have I got a pending transfer? I'm confused!!,pending_transfer
10519,It seems like a transfer is pending.,pending_transfer
10520,How long will my transfer stay pending?,pending_transfer
10521,How long will the transfer take?,pending_transfer
10522,How long does it take for pending to go through,pending_transfer
10523,the transfer went through but now it has been pending for quite a while. i need this to go through already,pending_transfer
10524,"I've been waiting for a pending transfer to go through for a while now, and don't see any reason why I've been waiting this long.  I know that I have the correct account details, so that isn't the problem.",pending_transfer
10525,I am still waiting for a transfer to show up,pending_transfer
10526,"My transfer is still pending, why?",pending_transfer
10527,"Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it?",pending_transfer
10528,A transfer is pending.,pending_transfer
10529,Why isn't my pending transfer finished?,pending_transfer
10530,A transfer to my account shows as still pending and I wanted to know how long it is suppose to take to clear.,pending_transfer
10531,Is my transfer pending?,pending_transfer
10532,I did a transfer but its still pending,pending_transfer
10533,How come I have pending transfers?,pending_transfer
10534,I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take?,pending_transfer
10535,Could you please help me figure out why the seller has not received their money after I sent it.,pending_transfer
10536,"How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet.",pending_transfer
10537,"How long do EU transfers take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",pending_transfer
10538,"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",pending_transfer
10539,My transfer hasn't appeared yet,pending_transfer
10540,i transfered and yet it is still pending,pending_transfer
10541,My transfer is stuck pending? How do we fix it to it goes through?,pending_transfer
10542,What is the reason why the transfer shows as pending?,pending_transfer
10543,I am still waiting for a transfer to show,pending_transfer
10544,When will my transfer move from pending to confirmed?,pending_transfer
10545,How long does a transfer take?,pending_transfer
10546,I have a transfer that is still pending.,pending_transfer
10547,I have a transfer that is pending.,pending_transfer
10548,My transfer has been pending for a long time now. I already double checked my account info and it is correct. Why is it taking so long in 2018 to transfer money?,pending_transfer
10549,My account says I have a pending transfer.,pending_transfer
10550,How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately?,pending_transfer
10551,Money was transferred to me and I am unable to see it,pending_transfer
10552,How long does it take for pending transfer transactions to post?,pending_transfer
10553,I finished my transfer. I am having an issue with it still pending. It has been a long time and i'm growing impatient,pending_transfer
10554,Why is there a pending time on my transfer?,pending_transfer
10555,Why does it show that my transfer is still pending?,pending_transfer
10556,Can you tell me when my money transfer will go through,pending_transfer
10557,How long will my transfer be pending?,pending_transfer
10558,How long will a transfer be pending for?,pending_transfer
10559,Why is a transfer I did recently still processing?,pending_transfer
10560,I have a trasnger that is pending and wondered about it.,pending_transfer
10561,I wanted to know why there is a transfer of mine pending.,pending_transfer
10562,"I'm waiting for a money transfer to show, still.",pending_transfer
10563,I am still waiting for a money transfer to appear.,pending_transfer
10564,There has been a transfer pending in my account and I wanted to know how long it is going to take to go  through.,pending_transfer
10565,What is the average pending time for a transaction?,pending_transfer
10566,Can you explain why my payment is still pending?,pending_transfer
10567,I did a transfer but it is still pending.,pending_transfer
10568,Why is the transfer still pending?  Can I do something?,pending_transfer
10569,I am having to wait for my transfer to be fully processed. It seems to be taking a very long time in the pending phase. What is the normal turn around time that I can expect to see it completed?,pending_transfer
10570,when will my transfer clear,pending_transfer
10571,"The transfer finally worked, but how long does it stay pending?",pending_transfer
10572,"How long do EU transfers take? I bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",pending_transfer
10573,Why does my transfer still say it is pending?,pending_transfer
10574,My money transfer has not happened yet,pending_transfer
10575,I don't see a money transfer yet,pending_transfer
10576,I have a transfer waiting.,pending_transfer
10577,how long will it take for my transfer to stop pending,pending_transfer
10578,"I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so.",pending_transfer
10579,How long do I wait for a transfer to take?,pending_transfer
10580,"Hello. How long does it usually take to transfer money to another country? I've made sure all the information is correct, but the transfer still says that it's ""pending.""",pending_transfer
10581,Why is my last transfer pending?,pending_transfer
10582,I have an outgoing transfer,pending_transfer
10583,"Transfers may show up as pending for up to one business day while they are processed, and then they'll depart for the beneficiary accounts. Please confirm that you have correctly entered your account details. SEPA transfers typically take up to two working days, while SWIFT transfers can take up to five working days.",pending_transfer
10584,"How long does EU transfer take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",pending_transfer
10585,My transfer's stuck on pending.,pending_transfer
10586,"Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet.",pending_transfer
10587,"So, my transfer is showing as pending, when will it actually go through?",pending_transfer
10588,Why is the transaction not posting?,pending_transfer
10589,I made a transfer recently but it has not changed on my dashboard.,pending_transfer
10590,When will my transfer move out of pending stage?,pending_transfer
10591,Why is my transfer stuck on pending?,pending_transfer
10592,there is a transfer pending.,pending_transfer
10593,The wait for this transfer seems to be taking a very long time.  It is very important that it goes through quickly. Can you please tell me how long it may take?,pending_transfer
10594,How much longer do I have to wait until my transaction is complete? I transferred money to another country many hours ago and the transaction is still pending.,pending_transfer
10595,"Why is my transfer appearing as ""pending""?",pending_transfer
10596,Do EU transfers happen quickly? I purchased something a few days ago and the seller hasn't received my money yet.,pending_transfer
10597,"It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take?",pending_transfer
10598,"Hi, I'm trying to transfer money from one country to another, but it's taking a long time! All the account information is right, so why is it taking so long?",pending_transfer
10599,Why is my transfer pending when I already made it?,pending_transfer
10600,I have a pending money transfer,pending_transfer
10601,"What does it mean when a transfer is ""pending""?",pending_transfer
10602,For what reason is my transfer still pending now?,pending_transfer
10603,The seller of the items I bought online the other day hasn't received the EU transfer yet. How long do these usually take?,pending_transfer
10604,"My transfer is pending, why?",pending_transfer
10605,Can you tell me why my transfer is pending still?,pending_transfer
10606,I am still waiting for a money transfer to process.,pending_transfer
10607,I have a transfer that was approved that I'm urgently waiting for. How long am I supposed to wait for it?,pending_transfer
10608,"How long does the ""pending"" period of a transfer take?",pending_transfer
10609,"My transfer went through, but it seems to be caught up in a pending status.  This was very important that it got done quickly, can you give me a status update on how long it will take?",pending_transfer
10610,My transfer says pending. What does that mean?,pending_transfer
10611,Can you tell me when the transfer will be completed?,pending_transfer
10612,I need to know why a money transfer is available.,pending_transfer
10613,I'm still waiting for a money transfer to show.,pending_transfer
10614,"Pending still shows on this transfer, why?",pending_transfer
10615,How do I deactivate my account?,terminate_account
10616,Remove my account immediately.,terminate_account
10617,Are you able to delete my account?,terminate_account
10618,How do I discontinue my account?,terminate_account
10619,please delete account,terminate_account
10620,I need you to delete my account now.,terminate_account
10621,"I would like to delete my account now, please.",terminate_account
10622,I would like to invalidate my account.  I am very disappointed with your services.,terminate_account
10623,I need to delete my account.,terminate_account
10624,Can you delete the account?,terminate_account
10625,"for god sake, just delete my account i am sick of this",terminate_account
10626,"I need to delete my account, please.",terminate_account
10627,unhappy with service need to delete account,terminate_account
10628,"This company is bad, delete my account now.",terminate_account
10629,How do I shut down my account and get out of this company?,terminate_account
10630,How do I close my account?,terminate_account
10631,I want to shut down my account as soon as possible.,terminate_account
10632,cancel my account,terminate_account
10633,Help me close my account.,terminate_account
10634,I want to close my account due to poor customer service.,terminate_account
10635,"I would like to close my account, as I'm not happy.",terminate_account
10636,What's the process for terminating an account?,terminate_account
10637,What steps do I need to do to delete my account?,terminate_account
10638,How do I delete my account now,terminate_account
10639,I want to cancel my account.,terminate_account
10640,"I want to get rid of the account, and delete personal information .",terminate_account
10641,if im not using my account should i close it or just let it sit,terminate_account
10642,i'm not satisfied with the services and no longer want to be a customer,terminate_account
10643,I am not satisfied with your company and wish to delete all accounts immediately.,terminate_account
10644,I want to delete my account.,terminate_account
10645,I am not happy with your company. Please delete my account asap.,terminate_account
10646,"How can I close my account, I don't want it.",terminate_account
10647,I am upset with your service.  Please delete my account.,terminate_account
10648,I would like to cancel my account.,terminate_account
10649,"I don't like the services, please close my account",terminate_account
10650,I'd like to delete my account.,terminate_account
10651,I want to stop my account,terminate_account
10652,Please delete my account immediately.,terminate_account
10653,How do I delete my account? I am dissatisfied with the service.,terminate_account
10654,This place has been too much work so I'd just like to close out my account & be done.,terminate_account
10655,do i have to talk to someone to close an account or can i in the app,terminate_account
10656,I want to close my account now.,terminate_account
10657,"your company is awful, i would like to delete my account please",terminate_account
10658,I hate this company! Can you delete my account?,terminate_account
10659,I am asking to end my account.,terminate_account
10660,I want to delete my account. How do I do this?,terminate_account
10661,I am not happy with your service and request that my account be terminated!,terminate_account
10662,I want to terminate my account,terminate_account
10663,How can I delete my account?,terminate_account
10664,I want to end my account,terminate_account
10665,Delete my account now please.,terminate_account
10666,Help me terminate and close my account.,terminate_account
10667,Your company is lame. Shut down all my account services right now.,terminate_account
10668,I am not satisfied with your company.  Close my account.,terminate_account
10669,How do I terminate my account.,terminate_account
10670,How to I close my account?,terminate_account
10671,I need to terminate my account.,terminate_account
10672,I'm not happy with the services I'm getting with this company. Can you please delete my account?,terminate_account
10673,I want to close my account. The service you provide is unsatisfactory to me.,terminate_account
10674,Delete all of my account information and my account right now.,terminate_account
10675,I want to close my account & I will never do business with you again.,terminate_account
10676,What are the steps to finishing up with this account?,terminate_account
10677,Help me delete my account.  I am not satisfied with the service.,terminate_account
10678,Can you close my account please?,terminate_account
10679,What do I do to close my account?,terminate_account
10680,I need to terminate my account immediately.,terminate_account
10681,How can I close my account?,terminate_account
10682,"I don't want this account anymore, how do I delete it?",terminate_account
10683,Please delete this account.,terminate_account
10684,I want to inactivate my account.,terminate_account
10685,I no longer want to keep this account.,terminate_account
10686,I am trying to delete my account.,terminate_account
10687,Where do I go to terminate my account?,terminate_account
10688,I'm not happy with service and would like to delete this account.,terminate_account
10689,Please delete my account now.,terminate_account
10690,I would like to terminate my account.,terminate_account
10691,how do i cancel my account,terminate_account
10692,"how to delete account, not happy",terminate_account
10693,"How do I close my account, since I'm dissatisfied?",terminate_account
10694,make my account go away,terminate_account
10695,Please help me delete this account.,terminate_account
10696,I would like to delete my account. I'm not happy with the service you're providing,terminate_account
10697,terminate my account please,terminate_account
10698,Your service is bad.  Close my account.,terminate_account
10699,I'm dissatisfied with the service and would like to terminate the account.,terminate_account
10700,I am looking to delete my account. I'm not happy with the service provided by you.,terminate_account
10701,I wish to remove my account.,terminate_account
10702,Close down my account.  I don't like your service.,terminate_account
10703,I am very dissatisfied with the services that you are providing.  I want to cancel my account.,terminate_account
10704,I need you to delete my account right now.,terminate_account
10705,I want to deactivate my account.,terminate_account
10706,"This is terrible, i want to delete my account",terminate_account
10707,I'd like my account to be deleted. I'm not satisfied with the service you provide.,terminate_account
10708,Is it possible to delete the account?,terminate_account
10709,I need to close my account.  Your company is terrible!,terminate_account
10710,Tell me how to delete my account.,terminate_account
10711,Please delete my account and personal information.,terminate_account
10712,"I'm not happy, I want to close my account.",terminate_account
10713,Delete my account please. Now!,terminate_account
10714,"The service here is horrible, I want to delete my account.",terminate_account
10715,How do I delete an account?,terminate_account
10716,Can you please disable my current account.,terminate_account
10717,"The company is no good, please terminate my account.",terminate_account
10718,"I am dissatisfied, I would like to close my account.",terminate_account
10719,I'm not satisfied with the services that you are providing.  I would like to end my services and delete my account.,terminate_account
10720,I need to close my account as soon as possible.,terminate_account
10721,I am not satisfied with your service.  Close my account.,terminate_account
10722,"I no longer want this account, what should I do?",terminate_account
10723,What do I do if the ATM took my card?,card_swallowed
10724,What do I do now my credit card has been swallowed by the ATM?,card_swallowed
10725,An ATM machine didn't give me back my card.,card_swallowed
10726,"My card got trapped inside an ATM, what should I do?",card_swallowed
10727,What do I do if I can't get my card out of the ATM?,card_swallowed
10728,My card got stuck in an ATM.,card_swallowed
10729,Your machine took my card. How do I get it back?,card_swallowed
10730,"I can't get my card out of the ATM, what should I do now?",card_swallowed
10731,My card is stuck in the ATM?,card_swallowed
10732,I didn't get my card back from the ATM.,card_swallowed
10733,"The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM?",card_swallowed
10734,I need a new card because the ATM took mine.,card_swallowed
10735,The ATM stole my card!,card_swallowed
10736,How can I get my card out of the stupid ATM that ate it?,card_swallowed
10737,The ATM took my card.,card_swallowed
10738,The ATM won't give me my card back. I need it back now!,card_swallowed
10739,How do I get my card back quickly from a bank machine that it?,card_swallowed
10740,The ATM sucked my card in.,card_swallowed
10741,The ATM did not give me my card back?,card_swallowed
10742,I was getting cash and the card got stuck inside,card_swallowed
10743,What should I do since my card is trapped in the ATM?,card_swallowed
10744,what do I need to do if the ATM kept my card?,card_swallowed
10745,The ATM machine would not give my card back,card_swallowed
10746,I can't get my card out of the ATM,card_swallowed
10747,Why did the ATM take my card and keep it?,card_swallowed
10748,What are the steps to get my card back that was kept by the ATM?,card_swallowed
10749,How do I get my card out of the ATM?,card_swallowed
10750,Why did the ATM eat my card?,card_swallowed
10751,Please send a new card; the ATM ate mine.,card_swallowed
10752,The ATM didnt return my card!,card_swallowed
10753,I was removing a dollar amount from my account and now don't have access to my card.,card_swallowed
10754,A Bank ATM did not give my card back. What do I do now?,card_swallowed
10755,Why did the ATM swallow my card?,card_swallowed
10756,lost my card in atm,card_swallowed
10757,I cannot get my card out of the ATM.,card_swallowed
10758,An ATM machine didn't return my card.,card_swallowed
10759,My card is stuck inside the ATM.,card_swallowed
10760,The bank machine didn't give my card back how do I get a new one fast?,card_swallowed
10761,What should I do if the atm eats my card?,card_swallowed
10762,What do I do?  The ATM took my card!,card_swallowed
10763,The ATM kept my card?,card_swallowed
10764,Who do I talk to about the ATM swallowing my card?,card_swallowed
10765,An ATM swallowed my credit card!,card_swallowed
10766,What do I do if the ATM swallowed my card?,card_swallowed
10767,"Please help, the atm swallowed my card, what do I do?",card_swallowed
10768,I have lost my credit card in the ATM!,card_swallowed
10769,how can the money machine keep my card what do i need to do?,card_swallowed
10770,How do I get a new card as your machine swallowed mine!,card_swallowed
10771,The ATM machine ate my card.,card_swallowed
10772,how to get new card after atm eats it,card_swallowed
10773,My card was eaten by the cash machine what do I do?,card_swallowed
10774,What do I do after the ATM takes my card.,card_swallowed
10775,How can I get my card out of the ATM?,card_swallowed
10776,Will you please help me get my card back?,card_swallowed
10777,The ATM ate my card; how do I get a new one?,card_swallowed
10778,How do I get my card back after the ATM swallowed it.,card_swallowed
10779,"My card is stuck in an ATM machine, how do I get it back quickly?",card_swallowed
10780,atm ate my card,card_swallowed
10781,What are the steps I should take to recover my swallowed card?,card_swallowed
10782,"My card is stuck inside the ATM, what am I supposed to do?",card_swallowed
10783,What should I do with my stuck ATM?,card_swallowed
10784,A transaction shows duplicate times.,transaction_charged_twice
10785,There is a repeat charge for the same item,transaction_charged_twice
10786,How can I fix this?  There is a double charge on my account.,transaction_charged_twice
10787,My card got charged twice for the same thing!,transaction_charged_twice
10788,"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",transaction_charged_twice
10789,How do I query a payment on my card? It looks like I have paid for the same thing twice.,transaction_charged_twice
10790,I have duplicated transactions on my statement,transaction_charged_twice
10791,"I only made one transaction at this place, but it's appearing multiple times.",transaction_charged_twice
10792,"One of my charges was declined, but the second one went through.  But I notice on my App that one of them has gone through, and the other one is still pending.  Please ensure that only one charge is processed. Thanks",transaction_charged_twice
10793,What do I do if I've been charged twice for the same transaction?,transaction_charged_twice
10794,"I think I was charged twice, please help!",transaction_charged_twice
10795,I think there is a mistake.  I am being charged twice.,transaction_charged_twice
10796,"My transaction history is looking a little off. I have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded.",transaction_charged_twice
10797,I was charged for the same thing twice,transaction_charged_twice
10798,My account was charged twice for one purchase,transaction_charged_twice
10799,"I was charged twice for a restaurant, can you take the second charge off?",transaction_charged_twice
10800,I have a transaction that shows multiple times.,transaction_charged_twice
10801,What happens when I am charged twice?,transaction_charged_twice
10802,I have been charged twice for the same transaction.,transaction_charged_twice
10803,How do I get my money back for a duplicated charge?,transaction_charged_twice
10804,I have a duplicate payment on my card.,transaction_charged_twice
10805,Several items I have charged this week are appearing twice.  Please review my statement and remove any duplicate charges.,transaction_charged_twice
10806,I have a transaction showing multiple times.,transaction_charged_twice
10807,"Hi, I just looked at my card transactions and saw that I've been charged twice for a restaurant I went to this week. Can you remove the double charge, please?",transaction_charged_twice
10808,I have been double charged,transaction_charged_twice
10809,I was double charged at a restaurant can you take the second charge off?,transaction_charged_twice
10810,I have a duplicate charge,transaction_charged_twice
10811,I got charged two times for a transaction,transaction_charged_twice
10812,What happens with the duplicate charge in my account?,transaction_charged_twice
10813,Why have I been charged twice?,transaction_charged_twice
10814,I have two of the same charges on my account!,transaction_charged_twice
10815,Why am I being charged for the same thing twice?,transaction_charged_twice
10816,Who do I talk to for transactions debited twice?,transaction_charged_twice
10817,There is a duplicate charge on my account.,transaction_charged_twice
10818,I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?,transaction_charged_twice
10819,I got charged twice for the same payment. Please removed the pending payment. Thank you.,transaction_charged_twice
10820,I think I got charged twice for the same thing,transaction_charged_twice
10821,It looks like I was charged twice for a single transaction,transaction_charged_twice
10822,"I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back?",transaction_charged_twice
10823,There is a transaction showing up several times.,transaction_charged_twice
10824,Transaction showing up many times.,transaction_charged_twice
10825,"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
10826,Please tell me why the same transaction is showing up on my account more than once.,transaction_charged_twice
10827,I have duplicate charges for the same transaction,transaction_charged_twice
10828,I got double charged!,transaction_charged_twice
10829,"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
10830,There are two of the same charges on my account.,transaction_charged_twice
10831,"Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack?",transaction_charged_twice
10832,"I'm really concerned because I only made one transaction, but it's appearing multiple times.",transaction_charged_twice
10833,"Hello,  I am a college student who I recently attended my high school reunion at a local restaurant. I paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment. What could be the reason for this?  Is there any way to have the fraudulent  payment credited back onto my card?",transaction_charged_twice
10834,I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,transaction_charged_twice
10835,"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please.",transaction_charged_twice
10836,Why do I have duplicate transactions for one purchase?,transaction_charged_twice
10837,I have a payment that shows twice,transaction_charged_twice
10838,I have been overcharged.,transaction_charged_twice
10839,I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,transaction_charged_twice
10840,Why was I double charged?,transaction_charged_twice
10841,There's a duplicate charge on my account?,transaction_charged_twice
10842,Why does the same transaction appear multiple times?,transaction_charged_twice
10843,Why did I get charged twice for the same thing,transaction_charged_twice
10844,I have been charged two times for one transaction.,transaction_charged_twice
10845,Duplicate transactions appear on my account,transaction_charged_twice
10846,I made a payment and it is showing up twice,transaction_charged_twice
10847,I was charged several times for something,transaction_charged_twice
10848,My card is showing the same transaction over and over again.,transaction_charged_twice
10849,A transaction is showing more than once.,transaction_charged_twice
10850,I was charged multiple times at the same location at the same time,transaction_charged_twice
10851,Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?,transaction_charged_twice
10852,"Hi, I was at a restaurant later the week and when I went to look at my account I noticed that I got charged twice. I would like to get my money back from one of those transactions.",transaction_charged_twice
10853,I was charged twice.,transaction_charged_twice
10854,I was charged twice for the same purchase!,transaction_charged_twice
10855,I was charged multiple times for one transaction.,transaction_charged_twice
10856,I got charged twice with a duplicate card. How do I resolve this?,transaction_charged_twice
10857,I was charged more than once for a card payment I made.,transaction_charged_twice
10858,there were two of the same charge to my account,transaction_charged_twice
10859,I was charged more than once in a single transaction,transaction_charged_twice
10860,You charged me more than once for the same transaction!,transaction_charged_twice
10861,Why do I have a transaction showing up more than once?,transaction_charged_twice
10862,Why was I charged twice for my item!,transaction_charged_twice
10863,My account is showing a double charge.,transaction_charged_twice
10864,Why did my card get charged twice for a transaction?,transaction_charged_twice
10865,Why am I being charged again?,transaction_charged_twice
10866,"I was charged twice, when I didn't purchase anything twice.",transaction_charged_twice
10867,One of my payments was doubled,transaction_charged_twice
10868,I think I was double charged,transaction_charged_twice
10869,"I should only have one charge, but it shows two.",transaction_charged_twice
10870,"My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card.",transaction_charged_twice
10871,What do I do if I have been charged twice?,transaction_charged_twice
10872,I was charged two times for the same thing.,transaction_charged_twice
10873,"Hi, I was looking over my card receipts for the past week and I realize I had a charge put through two times for the same single restaurant visit. Can one of the charges be removed so that I can get the money back that was mistakenly taken from my account?",transaction_charged_twice
10874,Can you help me? I have a duplicate transaction on my account and I don't understand why.,transaction_charged_twice
10875,Why does a payment show up twice?,transaction_charged_twice
10876,There is the same transaction showing more than once.,transaction_charged_twice
10877,Why am i being double charged for something?,transaction_charged_twice
10878,I see a duplicate payment.,transaction_charged_twice
10879,Will the duplicated payment be refunded?,transaction_charged_twice
10880,I have been charged twice on my statement.,transaction_charged_twice
10881,I am concerned that I am being doubled charged for several items purchased in the past week.  Please review my statement and correct.,transaction_charged_twice
10882,"I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?",transaction_charged_twice
10883,Why was I charged twice?,transaction_charged_twice
10884,I was charged multiple times for one purchase,transaction_charged_twice
10885,Why have I been charged more than once for the same transaction?,transaction_charged_twice
10886,"Hi, I was just checking over my card transactions and notice I was charged twice for a restaurant visit this week. Can you please remove one of these false charges from my account?",transaction_charged_twice
10887,Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,transaction_charged_twice
10888,A payment is showing twice. Why is that?,transaction_charged_twice
10889,"Hello, I was just went through my recent transaction on my bank account and I just noticed that I was charged twice at a place that ate at this past week. Can I get that second transaction removed from my account?",transaction_charged_twice
10890,I received duplicate charges.,transaction_charged_twice
10891,Why am I getting double charged for multiple transactions?,transaction_charged_twice
10892,After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate?,transaction_charged_twice
10893,I made a payment and it appears it is showing twice,transaction_charged_twice
10894,"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
10895,I noticed that my card was charged more than once for one thing.,transaction_charged_twice
10896,"I got double charged from something, what can I do?",transaction_charged_twice
10897,"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",transaction_charged_twice
10898,Why did I get charged more than once?,transaction_charged_twice
10899,Why do I have a transaction showing multiple times?,transaction_charged_twice
10900,"Help, I was charged twice!",transaction_charged_twice
10901,Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,transaction_charged_twice
10902,There is a duplicate payment on my card. Why?,transaction_charged_twice
10903,To many charges on my card how do I go about fixing that?,transaction_charged_twice
10904,There are two of the same charge on my statement.,transaction_charged_twice
10905,My statement shows different transaction times.,transaction_charged_twice
10906,I have a transaction showing up multiple times.,transaction_charged_twice
10907,My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue,transaction_charged_twice
10908,My card was declined but it shows as multiple charges?,transaction_charged_twice
10909,It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,transaction_charged_twice
10910,What do I do if a transaction shows up twice?,transaction_charged_twice
10911,Hi. I noticed I have a duplicate charge which I have not made twice. Who should I talk to take care of this?,transaction_charged_twice
10912,There is a payment that I was charged two times for.,transaction_charged_twice
10913,I got charged in double and want a refund,transaction_charged_twice
10914,I have multiple of the same transaction,transaction_charged_twice
10915,There is more than one charge on my account for a transaction.,transaction_charged_twice
10916,I need a transaction reversed from my account.,transaction_charged_twice
10917,"It seems my card payment was completed twice. I paid at the store previously and the first one did not seem to go through. After a second attempt, it did go through. I now see within the app that I have been charged twice with one of them pending. Can you please remove the pending amount because it is clearly something that was declined?",transaction_charged_twice
10918,I have been charged for one thing two times.,transaction_charged_twice
10919,How come there is a duplicate charge on my card?,transaction_charged_twice
10920,Why was I charged twice for the same thing?,transaction_charged_twice
10921,I have a duplicate payment on my account,transaction_charged_twice
10922,Why does my statement show various transaction times?,transaction_charged_twice
10923,Why are there multiple transactions showing for one purchase?,transaction_charged_twice
10924,I was double-charged for a transaction,transaction_charged_twice
